id,dni,nombre,apellido,telefono,email,direccion_calle,direccion_numero
06c7b66d-4a8c-4b84-b0d9-bfbb8b7985c2,26282777,Manuela,García,906-070-910,manuela.garcia@example.com,Calle de Ferraz,126
0fa480c7-12d0-4dd3-a989-23cebe404fa9,757,Eemil,Tervo,07-612-408,eemil.tervo@example.com,Pirkankatu,4514
0eb798df-2be8-4c9c-a6d7-7a96fae6233b,341332724,Florence,Lavoie,L03 D59-5231,florence.lavoie@example.com,Argyle St,4720
86f5c933-6c31-404d-bae2-f231112ccb66,442,Aino,Nikula,03-344-654,aino.nikula@example.com,Otavalankatu,7254
33c70ae0-ef62-46a5-9089-05c474f9dbd2,9065441346,Tymon,Refsdal,25072836,tymon.refsdal@example.com,Havnabakken,410
46f5d1c6-5428-49d5-aee2-51f34b0f11d2,79561632,Natalya,Onisko,(067) Q54-5798,natalya.onisko@example.com,Tavriyska,1198
52c1ec19-f691-4e05-be88-81ee4d47cac7,22446633,Harry,Walker,(950)-419-0203,harry.walker@example.com,Roscommon Road,468
638f4186-57ca-4c68-9d14-a19a39191178,43112933,Miloduh,Babiychuk,(096) Q62-3597,miloduh.babiychuk@example.com,Melnichenka,9058
435375b0-3cd9-4f48-b9b7-e38dde00e67f,38112516,Henrikus,Te Hennepe,(0479) 923031,henrikus.tehennepe@example.com,Den Brielstraat,8115
86bb1393-9ba8-11ee-8229-d85ed32d8ef7,123123123,1231231,123123123w,56465,w@,w,0
